Category,Name,Description,Values,Default value
Without category,group_repl_with_recycle,Yes - enables new UDF replacement with family table instances that prevents children failures. No - UDF replacement will work in the same manner as Wildfire 3.0 and earlier releases.,"yes, no",yes
Without category,group_replace_rename,Yes - updates replaced group name with replacement group name. No - preserves existing name of the group being replaced if it is a user-given name.,"yes, no",yes
Without category,hdic_export_v5_secondary_cgr,In HDIC export for CATIA V5 allows to attach CGR as a secondary content,"yes, no",no
Without category,hdic_export_v5_to_ws_enable,Enables HDIC export for CATIA V5 to Workspace.,"yes, no",no
Without category,hide_pre_creo4_reps,yes - Hides all pre Creo 4.0 simplified representations except for Exclude. no - Maintains all pre Creo 4.0 simplified representations. maintain master - Hides all pre Creo 4.0 simplified representations except for Master and Exclude.,"yes, no, maintain_master",maintain_master
Without category,high_dpi_enabled,"Enable High-DPI Awareness, scaling GUI elements and controls according to the DPI in use on the desktop.","yes, no",yes
Without category,idd_repair_tangency,"Sets the default state of the ""Repair Tangency"" checkbox in the Repair and Match tools","yes, no",no
Without category,jlink_java_command,"Specifies a command to start JRE for J-Link. May contain arguments and environment variables. Overrides the default, see also jlink_java2.",,
Without category,js_error_policy,"Control the display and execution of the java script error dialogs.  If the dialog is presented, the user can choose whether to stop or continue running the script.","show, suppress_continue, supress_stop",
Without category,keep_model_in_open_window,Controls whether a model is displayed in its window when  the accessory window is open.,"yes, no",no
Without category,last_session_directory_path,Sets the directory that holds the temp files for the session recording mechanism.,,<work_dir>\appdata\roaming\ptc\proengineer\wildfire\.wf\.settings
Without category,last_session_retrieval,Yes - Activates recording mechanism that enables the session to be retrieved during the next session. No - The recording mechanism is not available and the session can not be retrieved.,"yes, no",yes
Without category,layer_rule_retrieve_objects,This option controls whether or not the system will retrieve additional objects needed to evaluate a layer rule. OK tells the system to retrieve the objects. Cancel stops evaluation of the rule.,"ok, cancel, promt",promt
Without category,layout_data_sharing,Allows to change the default ce entity type to be public or private.,"private, public",private
Without category,layout_guides,Enable/Disable layout guides.,"yes, no",yes
Without category,layout_smart_constraints,"To improve the user experience, specific entity types are appropriately constrained by default (i.e. - fillets with tangency constraints). Yes - specific entity types will be created with appropriate constraints by default; No - constraints will never be automatically created for any entity type.","yes, no",yes
Without category,layout_symbol_inst_palette_file,"Specifies the location of the layout symbol instance palette. If you do not specify a directory, layout will use the same palette as Creo drawings. Use full path name to avoid problems.",,
Without category,layout_template_dir,Specifies the default directory for layout template files.  Use full pathname to avoid problems.,,
Without category,lda_batch_mapping_option,Specifies the options for mapping in LDA from dBatch.,"all, model_only, views_only, annotations_only, model_and_views, views_and_annotations",all
Without category,lda_map_file,Path to the file containing the list of matching drawings and solid models.,,
Without category,lda_model_dir,Path to the directory containing the solid models.,,
Without category,lda_overall_view_map_time_limit,Specifies LDA overall view mapping time limit in seconds.,,300
Without category,lda_prefix_in_basic_dim_box,Add prefix to basic box while converting the dimension to basic.,"yes, no",no
Without category,lda_show_entities_default,Speicify whether to show mapped draft entities by default in Validate Association Dialog.,"yes, no",no
Without category,lda_view_map_time_limit,Specifies LDA single view mapping time limit in seconds.,,60
Without category,live_dim_precision_decimals,Display 0 to 5 decimal places in precision panels,"1, 3, 2, 4, 5",2
Without category,manikin_drag_auto_locks,Manikin drag auto locks,"yes, no",yes
Without category,manikin_drag_legacy_rotate,Controls the Manikin Rotate Around Axis drag mode: Legacy (YES) or direct joint angle control (NO),"yes, no",no
Without category,manikin_flexibility,Sets the level of flexibility that is allowed when dragging a manikin. FULL - All Manikin segments are articulated.  NONE - Manikin is calculated as a single body. DEFAULT - Manikin finger segments are locked to a single body.,"none, default, full",default
Without category,manikin_replace_keep_posture,Controls whether a manikin's existing posture is applied to a replacement manikin.,"yes, no",yes
Without category,mass_prop_load_from_file,Controls whether to take into the account values from mass properties file.,"by_request, always",by_request
Without category,measure_auto_replace_mode,"Automatically switches to Replace mode for the last reference in appropriate Measures (Distance, Angle, Transform)","yes, no",no
Without category,measure_dec_places,"This configuration option controls the number of digits after the decimal point. If value = -1, this configuration is ignored and measure_sig_figures is used",,-1
Without category,measure_dialog_expand,Determines default look of measure dialog (expanded or collapsed),"yes, no",no
Without category,measure_ref_option_status,Determine As Object (As Center et al.) checkbox option behavior in Measure Tool,"default, all_on, all_off, keep_last",default
Without category,measure_show_feattab,Controls initial display of the Feature tab in Measure Tool. Yes - feature tab is always displayed by default. No - feature tab state is saved for the duration of the session upon closing of the dialog.,"yes, no",yes
Without category,mfg_disbl_clcmd_on_noncut_pass,Default No: Enables CL Commands for Noncut passes. Yes: Disables the commands,"yes, no",no
Without category,mfg_grvturn_sideturn_gouge_fix,Yes - Avoids gouge in groove turning for side_turn by minimizing the side turn plunge.,"yes, no",no
Without category,mfg_grvturn_wall_colision_fix,Yes - Avoids collisions in groove turning for scan_type type_one_wall by machining unmachined areas,"yes, no",no
Without category,mfg_thrd_turn_output_minstp,Default NO: Outputs MINSTEP. YES: Outputs MINSTP,"yes, no",no
Without category,mfg_turn_variable_stk_allowance,Show STOCK ALLOWANCE option in Turning Cut dialog.,"yes, no",yes
Without category,model_tree_font,"Specify font used in the Creo Model Tree. specify the comma-delimited variables in any order (italic bold, 24, times or 24, times, italic bold have the same effect). Any omitted variable uses the standard setting.",,
